	DATE	ASS_ASSIGNMENT	prediction
16483	2013-03-08 06:30:00.000	Japon	0.0
16484	2013-03-08 06:30:00.000	Manager	0.0
16485	2013-03-08 06:30:00.000	Médical	0.0
16486	2013-03-08 06:30:00.000	Nuit	0.0
16487	2013-03-08 06:30:00.000	RENAULT	0.0
16488	2013-03-08 06:30:00.000	Regulation Medicale	0.0
16489	2013-03-08 06:30:00.000	SAP	0.0
16490	2013-03-08 06:30:00.000	Services	0.0
16491	2013-03-08 06:30:00.000	Tech. Axa	0.0
16492	2013-03-08 06:30:00.000	Tech. Inter	0.0
16493	2013-03-08 06:30:00.000	Tech. Total	51.96392033100128
16494	2013-03-08 06:30:00.000	Téléphonie	0.0
16495	2013-03-08 07:00:00.000	Domicile	0.0
16496	2013-03-08 07:00:00.000	Gestion	0.0
16497	2013-03-08 07:00:00.000	Gestion - Accueil Telephonique	0.0
16498	2013-03-08 07:00:00.000	Gestion Assurances	0.0
16499	2013-03-08 07:00:00.000	Gestion Relation Clienteles	0.0
16500	2013-03-08 07:00:00.000	Gestion Renault	0.0
16501	2013-03-08 07:00:00.000	Japon	0.0
16502	2013-03-08 07:00:00.000	Manager	0.0
16503	2013-03-08 07:00:00.000	Mécanicien	0.0
16504	2013-03-08 07:00:00.000	Médical	0.0
16505	2013-03-08 07:00:00.000	Nuit	0.0
16506	2013-03-08 07:00:00.000	RENAULT	0.0
16507	2013-03-08 07:00:00.000	Regulation Medicale	0.0
16508	2013-03-08 07:00:00.000	SAP	0.0
16509	2013-03-08 07:00:00.000	Services	0.0
16510	2013-03-08 07:00:00.000	Tech. Axa	26.433132672309878
16511	2013-03-08 07:00:00.000	Tech. Inter	0.0
16512	2013-03-08 07:00:00.000	Tech. Total	55.28094539642335
16513	2013-03-08 07:00:00.000	Téléphonie	0.0
16514	2013-03-08 07:30:00.000	CAT	46.4401725769043
16515	2013-03-08 07:30:00.000	Domicile	0.0
16516	2013-03-08 07:30:00.000	Gestion	0.0
16517	2013-03-08 07:30:00.000	Gestion - Accueil Telephonique	0.0
16518	2013-03-08 07:30:00.000	Gestion Assurances	0.0
16519	2013-03-08 07:30:00.000	Gestion Relation Clienteles	0.0
16520	2013-03-08 07:30:00.000	Gestion Renault	0.0
16521	2013-03-08 07:30:00.000	Japon	0.0
16522	2013-03-08 07:30:00.000	Manager	0.0
16523	2013-03-08 07:30:00.000	Mécanicien	0.0
16524	2013-03-08 07:30:00.000	Médical	0.0
16525	2013-03-08 07:30:00.000	Nuit	0.0
16526	2013-03-08 07:30:00.000	RENAULT	0.0
16527	2013-03-08 07:30:00.000	SAP	0.0
16528	2013-03-08 07:30:00.000	Services	0.0
16529	2013-03-08 07:30:00.000	Tech. Axa	53.28758745193482
16530	2013-03-08 07:30:00.000	Tech. Inter	0.0
16531	2013-03-08 07:30:00.000	Tech. Total	45.16450226306916
16532	2013-03-08 07:30:00.000	Téléphonie	0.0
16533	2013-03-08 08:00:00.000	CAT	116.43238415718079
16534	2013-03-08 08:00:00.000	Domicile	0.0
16535	2013-03-08 08:00:00.000	Gestion	0.0
16536	2013-03-08 08:00:00.000	Gestion - Accueil Telephonique	0.0
16537	2013-03-08 08:00:00.000	Gestion Assurances	0.0
16538	2013-03-08 08:00:00.000	Gestion Relation Clienteles	0.0
16539	2013-03-08 08:00:00.000	Gestion Renault	0.0
16540	2013-03-08 08:00:00.000	Japon	0.0
16541	2013-03-08 08:00:00.000	Manager	0.0
16542	2013-03-08 08:00:00.000	Mécanicien	0.0
16543	2013-03-08 08:00:00.000	Médical	0.0
16544	2013-03-08 08:00:00.000	Nuit	0.0
16545	2013-03-08 08:00:00.000	RENAULT	38.22439868450165
16546	2013-03-08 08:00:00.000	Regulation Medicale	0.0
16547	2013-03-08 08:00:00.000	SAP	0.0
16548	2013-03-08 08:00:00.000	Services	0.0
16549	2013-03-08 08:00:00.000	Tech. Axa	73.79800701141357
16550	2013-03-08 08:00:00.000	Tech. Inter	0.0
16551	2013-03-08 08:00:00.000	Tech. Total	31.03833847045899
16552	2013-03-08 08:00:00.000	Téléphonie	0.0
16553	2013-03-08 08:30:00.000	CAT	223.69609651565554
16554	2013-03-08 08:30:00.000	Domicile	28.672386050224308
16555	2013-03-08 08:30:00.000	Gestion	0.0
16556	2013-03-08 08:30:00.000	Gestion - Accueil Telephonique	0.0
16557	2013-03-08 08:30:00.000	Gestion Assurances	0.0
16558	2013-03-08 08:30:00.000	Gestion Relation Clienteles	0.0
16559	2013-03-08 08:30:00.000	Gestion Renault	0.0
16560	2013-03-08 08:30:00.000	Japon	0.0
16561	2013-03-08 08:30:00.000	Manager	0.0
16562	2013-03-08 08:30:00.000	Mécanicien	0.0
16563	2013-03-08 08:30:00.000	Médical	0.0
16564	2013-03-08 08:30:00.000	Nuit	0.0
16565	2013-03-08 08:30:00.000	RENAULT	0.0
16566	2013-03-08 08:30:00.000	Regulation Medicale	0.0
16567	2013-03-08 08:30:00.000	SAP	0.0
16568	2013-03-08 08:30:00.000	Services	0.0
16569	2013-03-08 08:30:00.000	Tech. Axa	126.77977142333985
16570	2013-03-08 08:30:00.000	Tech. Inter	0.0
16571	2013-03-08 08:30:00.000	Tech. Total	53.997344017028816
16572	2013-03-08 08:30:00.000	Téléphonie	0.0
16573	2013-03-08 09:00:00.000	CAT	637.4026672363282
16574	2013-03-08 09:00:00.000	Domicile	59.560664296150215
16575	2013-03-08 09:00:00.000	Gestion	0.0
16576	2013-03-08 09:00:00.000	Gestion - Accueil Telephonique	67.6559853553772
16577	2013-03-08 09:00:00.000	Gestion Assurances	0.0
16578	2013-03-08 09:00:00.000	Gestion Clients	0.0
16579	2013-03-08 09:00:00.000	Gestion DZ	0.0
16580	2013-03-08 09:00:00.000	Gestion Relation Clienteles	0.0
16581	2013-03-08 09:00:00.000	Gestion Renault	0.0
16582	2013-03-08 09:00:00.000	Japon	0.0
16583	2013-03-08 09:00:00.000	Manager	0.0
16584	2013-03-08 09:00:00.000	Mécanicien	0.0
16585	2013-03-08 09:00:00.000	Médical	23.53724790811539
16586	2013-03-08 09:00:00.000	Nuit	0.0
16587	2013-03-08 09:00:00.000	RENAULT	0.0
16588	2013-03-08 09:00:00.000	RTC	36.28202204704285
16589	2013-03-08 09:00:00.000	Regulation Medicale	0.0
16590	2013-03-08 09:00:00.000	SAP	47.59270796775818
16591	2013-03-08 09:00:00.000	Services	0.0
16592	2013-03-08 09:00:00.000	Tech. Axa	165.61133403778078
16593	2013-03-08 09:00:00.000	Tech. Inter	0.0
16594	2013-03-08 09:00:00.000	Tech. Total	81.1709170818329
16595	2013-03-08 09:00:00.000	Téléphonie	0.0
16596	2013-03-08 09:30:00.000	CAT	603.1908081054688
16597	2013-03-08 09:30:00.000	Domicile	106.46532802581788
16598	2013-03-08 09:30:00.000	Gestion	0.0
16599	2013-03-08 09:30:00.000	Gestion - Accueil Telephonique	56.40700910091401
16600	2013-03-08 09:30:00.000	Gestion Assurances	67.89822306632996
16601	2013-03-08 09:30:00.000	Gestion Clients	0.0
16602	2013-03-08 09:30:00.000	Gestion DZ	0.0
16603	2013-03-08 09:30:00.000	Gestion Relation Clienteles	0.0
16604	2013-03-08 09:30:00.000	Gestion Renault	0.0
16605	2013-03-08 09:30:00.000	Japon	0.0
16606	2013-03-08 09:30:00.000	Manager	0.0
16607	2013-03-08 09:30:00.000	Mécanicien	0.0
16608	2013-03-08 09:30:00.000	Médical	39.43149750232697
16609	2013-03-08 09:30:00.000	Nuit	0.0
16610	2013-03-08 09:30:00.000	RENAULT	0.0
16611	2013-03-08 09:30:00.000	RTC	65.24571905136109
16612	2013-03-08 09:30:00.000	Regulation Medicale	0.0
16613	2013-03-08 09:30:00.000	SAP	54.30494551658631
16614	2013-03-08 09:30:00.000	Services	31.69255237579346
16615	2013-03-08 09:30:00.000	Tech. Axa	186.00202798843387
16616	2013-03-08 09:30:00.000	Tech. Inter	0.0
16617	2013-03-08 09:30:00.000	Tech. Total	95.4305769443512
16618	2013-03-08 09:30:00.000	Téléphonie	0.0
16619	2013-03-08 10:00:00.000	CAT	310.1456039428711
16620	2013-03-08 10:00:00.000	Domicile	111.41789865493776
16621	2013-03-08 10:00:00.000	Gestion	0.0
16622	2013-03-08 10:00:00.000	Gestion - Accueil Telephonique	72.57199316024781
16623	2013-03-08 10:00:00.000	Gestion Assurances	57.46257524490357
16624	2013-03-08 10:00:00.000	Gestion Clients	0.0
16625	2013-03-08 10:00:00.000	Gestion DZ	0.0
16626	2013-03-08 10:00:00.000	Gestion Relation Clienteles	0.0
16627	2013-03-08 10:00:00.000	Gestion Renault	0.0
16628	2013-03-08 10:00:00.000	Japon	0.0
16629	2013-03-08 10:00:00.000	Manager	0.0
16630	2013-03-08 10:00:00.000	Mécanicien	0.0
16631	2013-03-08 10:00:00.000	Médical	22.530774807929994
16632	2013-03-08 10:00:00.000	Nuit	0.0
16633	2013-03-08 10:00:00.000	RENAULT	0.0
16634	2013-03-08 10:00:00.000	RTC	56.336464738845834
16635	2013-03-08 10:00:00.000	Regulation Medicale	0.0
16636	2013-03-08 10:00:00.000	SAP	64.78149070739747
16637	2013-03-08 10:00:00.000	Services	40.692025709152226
16638	2013-03-08 10:00:00.000	Tech. Axa	194.01655874252322
16639	2013-03-08 10:00:00.000	Tech. Inter	24.91032308340073
16640	2013-03-08 10:00:00.000	Tech. Total	75.92444701194763
16641	2013-03-08 10:00:00.000	Téléphonie	0.0
16642	2013-03-08 10:30:00.000	CAT	501.7538116455079
16643	2013-03-08 10:30:00.000	Domicile	105.15956430435182
16644	2013-03-08 10:30:00.000	Gestion	0.0
16645	2013-03-08 10:30:00.000	Gestion - Accueil Telephonique	63.84802985191346
16646	2013-03-08 10:30:00.000	Gestion Assurances	36.472432422637944
16647	2013-03-08 10:30:00.000	Gestion Clients	0.0
16648	2013-03-08 10:30:00.000	Gestion DZ	0.0
16649	2013-03-08 10:30:00.000	Gestion Relation Clienteles	0.0
16650	2013-03-08 10:30:00.000	Gestion Renault	0.0
16651	2013-03-08 10:30:00.000	Japon	0.0
16652	2013-03-08 10:30:00.000	Manager	0.0
16653	2013-03-08 10:30:00.000	Mécanicien	0.0
16654	2013-03-08 10:30:00.000	Médical	30.635636186599733
16655	2013-03-08 10:30:00.000	Nuit	0.0
16656	2013-03-08 10:30:00.000	RENAULT	0.0
16657	2013-03-08 10:30:00.000	RTC	66.09220819473268
16658	2013-03-08 10:30:00.000	Regulation Medicale	0.0
16659	2013-03-08 10:30:00.000	SAP	68.74470500946046
16660	2013-03-08 10:30:00.000	Services	39.138580894470216
16661	2013-03-08 10:30:00.000	Tech. Axa	188.02171001434328
16662	2013-03-08 10:30:00.000	Tech. Inter	22.795432269573215
16663	2013-03-08 10:30:00.000	Tech. Total	69.03804283142091
16664	2013-03-08 10:30:00.000	Téléphonie	0.0
16665	2013-03-08 11:00:00.000	CAT	570.29981880188
16666	2013-03-08 11:00:00.000	Domicile	108.11169195175172
16667	2013-03-08 11:00:00.000	Gestion	0.0
16668	2013-03-08 11:00:00.000	Gestion - Accueil Telephonique	84.56169781684876
16669	2013-03-08 11:00:00.000	Gestion Assurances	0.0
16670	2013-03-08 11:00:00.000	Gestion Clients	0.0
16671	2013-03-08 11:00:00.000	Gestion DZ	0.0
16672	2013-03-08 11:00:00.000	Gestion Relation Clienteles	25.524327242374422
16673	2013-03-08 11:00:00.000	Gestion Renault	0.0
16674	2013-03-08 11:00:00.000	Japon	0.0
16675	2013-03-08 11:00:00.000	Manager	0.0
16676	2013-03-08 11:00:00.000	Mécanicien	0.0
16677	2013-03-08 11:00:00.000	Médical	35.05066201686859
16678	2013-03-08 11:00:00.000	Nuit	0.0
16679	2013-03-08 11:00:00.000	RENAULT	0.0
16680	2013-03-08 11:00:00.000	RTC	70.31342873573304
16681	2013-03-08 11:00:00.000	Regulation Medicale	0.0
16682	2013-03-08 11:00:00.000	SAP	68.74470500946046
16683	2013-03-08 11:00:00.000	Services	44.74601345062256
16684	2013-03-08 11:00:00.000	Tech. Axa	198.0090636253357
16685	2013-03-08 11:00:00.000	Tech. Inter	21.699420571327213
16686	2013-03-08 11:00:00.000	Tech. Total	81.73603520393372
16687	2013-03-08 11:00:00.000	Téléphonie	0.0
16688	2013-03-08 11:30:00.000	CAT	594.2264503479005
16689	2013-03-08 11:30:00.000	Domicile	96.45555286407472
16690	2013-03-08 11:30:00.000	Gestion	0.0
16691	2013-03-08 11:30:00.000	Gestion - Accueil Telephonique	63.84802985191346
16692	2013-03-08 11:30:00.000	Gestion Assurances	50.7343891620636
16693	2013-03-08 11:30:00.000	Gestion Clients	0.0
16694	2013-03-08 11:30:00.000	Gestion DZ	0.0
16695	2013-03-08 11:30:00.000	Gestion Relation Clienteles	0.0
16696	2013-03-08 11:30:00.000	Gestion Renault	0.0
16697	2013-03-08 11:30:00.000	Japon	0.0
16698	2013-03-08 11:30:00.000	Manager	0.0
16699	2013-03-08 11:30:00.000	Mécanicien	0.0
16700	2013-03-08 11:30:00.000	Médical	35.70161061286927
16701	2013-03-08 11:30:00.000	Nuit	0.0
16702	2013-03-08 11:30:00.000	RENAULT	0.0
16703	2013-03-08 11:30:00.000	RTC	60.86085143089295
16704	2013-03-08 11:30:00.000	Regulation Medicale	0.0
16705	2013-03-08 11:30:00.000	SAP	90.54151964187623
16706	2013-03-08 11:30:00.000	Services	46.942101383209234
16707	2013-03-08 11:30:00.000	Tech. Axa	184.88977794647218
16708	2013-03-08 11:30:00.000	Tech. Inter	21.699420571327213
16709	2013-03-08 11:30:00.000	Tech. Total	84.59227004051209
16710	2013-03-08 11:30:00.000	Téléphonie	0.0
16711	2013-03-08 12:00:00.000	CAT	489.807056427002
16712	2013-03-08 12:00:00.000	Domicile	64.8769947052002
16713	2013-03-08 12:00:00.000	Gestion	0.0
16714	2013-03-08 12:00:00.000	Gestion - Accueil Telephonique	0.0
16715	2013-03-08 12:00:00.000	Gestion Assurances	22.944947075843814
16716	2013-03-08 12:00:00.000	Gestion Clients	0.0
16717	2013-03-08 12:00:00.000	Gestion DZ	0.0
16718	2013-03-08 12:00:00.000	Gestion Relation Clienteles	0.0
16719	2013-03-08 12:00:00.000	Gestion Renault	0.0
16720	2013-03-08 12:00:00.000	Japon	0.0
16721	2013-03-08 12:00:00.000	Manager	0.0
16722	2013-03-08 12:00:00.000	Mécanicien	0.0
16723	2013-03-08 12:00:00.000	Médical	29.959661352634434
16724	2013-03-08 12:00:00.000	Nuit	0.0
16725	2013-03-08 12:00:00.000	RENAULT	0.0
16726	2013-03-08 12:00:00.000	RTC	48.15174908638001
16727	2013-03-08 12:00:00.000	Regulation Medicale	0.0
16728	2013-03-08 12:00:00.000	SAP	41.90192902088166
16729	2013-03-08 12:00:00.000	Services	33.12222504615784
16730	2013-03-08 12:00:00.000	Tech. Axa	123.76606731414796
16731	2013-03-08 12:00:00.000	Tech. Inter	0.0
16732	2013-03-08 12:00:00.000	Tech. Total	71.93413820266724
16733	2013-03-08 12:00:00.000	Téléphonie	0.0
16734	2013-03-08 12:30:00.000	CAT	336.49131488800055
16735	2013-03-08 12:30:00.000	Domicile	38.631435513496406
16736	2013-03-08 12:30:00.000	Gestion	0.0
16737	2013-03-08 12:30:00.000	Gestion - Accueil Telephonique	24.485267651081088
16738	2013-03-08 12:30:00.000	Gestion Assurances	0.0
16739	2013-03-08 12:30:00.000	Gestion Clients	0.0
16740	2013-03-08 12:30:00.000	Gestion DZ	0.0
16741	2013-03-08 12:30:00.000	Gestion Relation Clienteles	0.0
16742	2013-03-08 12:30:00.000	Gestion Renault	0.0
16743	2013-03-08 12:30:00.000	Japon	0.0
16744	2013-03-08 12:30:00.000	Manager	0.0
16745	2013-03-08 12:30:00.000	Mécanicien	0.0
16746	2013-03-08 12:30:00.000	Médical	25.347431719303135
16747	2013-03-08 12:30:00.000	Nuit	0.0
16748	2013-03-08 12:30:00.000	RENAULT	0.0
16749	2013-03-08 12:30:00.000	RTC	29.54180076122284
16750	2013-03-08 12:30:00.000	Regulation Medicale	0.0
16751	2013-03-08 12:30:00.000	SAP	0.0
16752	2013-03-08 12:30:00.000	Services	24.678239512443543
16753	2013-03-08 12:30:00.000	Tech. Axa	101.15273094177248
16754	2013-03-08 12:30:00.000	Tech. Inter	0.0
16755	2013-03-08 12:30:00.000	Tech. Total	52.37447807788849
16756	2013-03-08 12:30:00.000	Téléphonie	0.0
16757	2013-03-08 13:00:00.000	CAT	349.72662525177003
16758	2013-03-08 13:00:00.000	Domicile	25.885512936115266
16759	2013-03-08 13:00:00.000	Gestion	0.0
16760	2013-03-08 13:00:00.000	Gestion - Accueil Telephonique	0.0
16761	2013-03-08 13:00:00.000	Gestion Assurances	0.0
16762	2013-03-08 13:00:00.000	Gestion Clients	0.0
16763	2013-03-08 13:00:00.000	Gestion DZ	0.0
16764	2013-03-08 13:00:00.000	Gestion Relation Clienteles	0.0
16765	2013-03-08 13:00:00.000	Gestion Renault	0.0
16766	2013-03-08 13:00:00.000	Japon	0.0
16767	2013-03-08 13:00:00.000	Manager	0.0
16768	2013-03-08 13:00:00.000	Mécanicien	0.0
16769	2013-03-08 13:00:00.000	Médical	21.118008303642274
16770	2013-03-08 13:00:00.000	Nuit	0.0
16771	2013-03-08 13:00:00.000	RENAULT	0.0
16772	2013-03-08 13:00:00.000	RTC	0.0
16773	2013-03-08 13:00:00.000	Regulation Medicale	0.0
16774	2013-03-08 13:00:00.000	SAP	41.90192902088166
16775	2013-03-08 13:00:00.000	Services	0.0
16776	2013-03-08 13:00:00.000	Tech. Axa	99.22685365676881
16777	2013-03-08 13:00:00.000	Tech. Inter	0.0
16778	2013-03-08 13:00:00.000	Tech. Total	50.96953463554383
16779	2013-03-08 13:00:00.000	Téléphonie	0.0
16780	2013-03-08 13:30:00.000	CAT	559.7146579742432
16781	2013-03-08 13:30:00.000	Domicile	51.89247953891755
16782	2013-03-08 13:30:00.000	Gestion	0.0
16783	2013-03-08 13:30:00.000	Gestion - Accueil Telephonique	0.0
16784	2013-03-08 13:30:00.000	Gestion Assurances	0.0
16785	2013-03-08 13:30:00.000	Gestion Clients	0.0
16786	2013-03-08 13:30:00.000	Gestion DZ	0.0
16787	2013-03-08 13:30:00.000	Gestion Relation Clienteles	0.0
16788	2013-03-08 13:30:00.000	Gestion Renault	0.0
16789	2013-03-08 13:30:00.000	Japon	0.0
16790	2013-03-08 13:30:00.000	Manager	0.0
16791	2013-03-08 13:30:00.000	Mécanicien	0.0
16792	2013-03-08 13:30:00.000	Médical	27.20929346084595
16793	2013-03-08 13:30:00.000	Nuit	0.0
16794	2013-03-08 13:30:00.000	RENAULT	0.0
16795	2013-03-08 13:30:00.000	RTC	0.0
16796	2013-03-08 13:30:00.000	Regulation Medicale	0.0
16797	2013-03-08 13:30:00.000	SAP	49.2279619216919
16798	2013-03-08 13:30:00.000	Services	0.0
16799	2013-03-08 13:30:00.000	Tech. Axa	131.8137191772461
16800	2013-03-08 13:30:00.000	Tech. Inter	0.0
16801	2013-03-08 13:30:00.000	Tech. Total	51.6204832315445
16802	2013-03-08 13:30:00.000	Téléphonie	0.0
16803	2013-03-08 14:00:00.000	CAT	491.08023185729985
16804	2013-03-08 14:00:00.000	CMS	0.0
16805	2013-03-08 14:00:00.000	Domicile	83.07499923706055
16806	2013-03-08 14:00:00.000	Gestion	0.0
16807	2013-03-08 14:00:00.000	Gestion - Accueil Telephonique	29.62966710329056
16808	2013-03-08 14:00:00.000	Gestion Assurances	0.0
16809	2013-03-08 14:00:00.000	Gestion Clients	0.0
16810	2013-03-08 14:00:00.000	Gestion DZ	0.0
16811	2013-03-08 14:00:00.000	Gestion Relation Clienteles	0.0
16812	2013-03-08 14:00:00.000	Gestion Renault	0.0
16813	2013-03-08 14:00:00.000	Japon	0.0
16814	2013-03-08 14:00:00.000	Manager	0.0
16815	2013-03-08 14:00:00.000	Mécanicien	0.0
16816	2013-03-08 14:00:00.000	Médical	29.79193893671036
16817	2013-03-08 14:00:00.000	Nuit	0.0
16818	2013-03-08 14:00:00.000	RENAULT	0.0
16819	2013-03-08 14:00:00.000	RTC	62.380188703536994
16820	2013-03-08 14:00:00.000	Regulation Medicale	0.0
16821	2013-03-08 14:00:00.000	SAP	52.20297913551331
16822	2013-03-08 14:00:00.000	Services	31.5501424074173
16823	2013-03-08 14:00:00.000	Tech. Axa	188.45532293319704
16824	2013-03-08 14:00:00.000	Tech. Inter	0.0
16825	2013-03-08 14:00:00.000	Tech. Total	69.41442103385926
16826	2013-03-08 14:00:00.000	Téléphonie	0.0
16827	2013-03-08 14:30:00.000	CAT	542.8728908538819
16828	2013-03-08 14:30:00.000	CMS	0.0
16829	2013-03-08 14:30:00.000	Domicile	93.31576533317566
16830	2013-03-08 14:30:00.000	Gestion	0.0
16831	2013-03-08 14:30:00.000	Gestion - Accueil Telephonique	22.368038558959963
16832	2013-03-08 14:30:00.000	Gestion Assurances	0.0
16833	2013-03-08 14:30:00.000	Gestion Clients	0.0
16834	2013-03-08 14:30:00.000	Gestion DZ	0.0
16835	2013-03-08 14:30:00.000	Gestion Relation Clienteles	0.0
16836	2013-03-08 14:30:00.000	Gestion Renault	0.0
16837	2013-03-08 14:30:00.000	Japon	0.0
16838	2013-03-08 14:30:00.000	Manager	0.0
16839	2013-03-08 14:30:00.000	Mécanicien	0.0
16840	2013-03-08 14:30:00.000	Médical	39.74382956027985
16841	2013-03-08 14:30:00.000	Nuit	0.0
16842	2013-03-08 14:30:00.000	RENAULT	0.0
16843	2013-03-08 14:30:00.000	RTC	59.35645105838776
16844	2013-03-08 14:30:00.000	Regulation Medicale	0.0
16845	2013-03-08 14:30:00.000	SAP	61.3740846157074
16846	2013-03-08 14:30:00.000	Services	36.256936407089235
16847	2013-03-08 14:30:00.000	Tech. Axa	171.51113958358766
16848	2013-03-08 14:30:00.000	Tech. Inter	0.0
16849	2013-03-08 14:30:00.000	Tech. Total	92.77916016578675
16850	2013-03-08 14:30:00.000	Téléphonie	0.0
16851	2013-03-08 15:00:00.000	CAT	480.5892501831055
16852	2013-03-08 15:00:00.000	CMS	0.0
16853	2013-03-08 15:00:00.000	Domicile	108.2290918827057
16854	2013-03-08 15:00:00.000	Gestion	0.0
16855	2013-03-08 15:00:00.000	Gestion - Accueil Telephonique	0.0
16856	2013-03-08 15:00:00.000	Gestion Assurances	0.0
16857	2013-03-08 15:00:00.000	Gestion Clients	0.0
16858	2013-03-08 15:00:00.000	Gestion DZ	0.0
16859	2013-03-08 15:00:00.000	Gestion Relation Clienteles	0.0
16860	2013-03-08 15:00:00.000	Gestion Renault	0.0
16861	2013-03-08 15:00:00.000	Japon	0.0
16862	2013-03-08 15:00:00.000	Manager	0.0
16863	2013-03-08 15:00:00.000	Mécanicien	0.0
16864	2013-03-08 15:00:00.000	Médical	34.71270790100098
16865	2013-03-08 15:00:00.000	Nuit	0.0
16866	2013-03-08 15:00:00.000	RENAULT	0.0
16867	2013-03-08 15:00:00.000	RTC	60.70170450210572
16868	2013-03-08 15:00:00.000	Regulation Medicale	0.0
16869	2013-03-08 15:00:00.000	SAP	52.75328276157379
16870	2013-03-08 15:00:00.000	Services	24.542244958877564
16871	2013-03-08 15:00:00.000	Tech. Axa	194.52102203369142
16872	2013-03-08 15:00:00.000	Tech. Inter	0.0
16873	2013-03-08 15:00:00.000	Tech. Total	85.93282532691957
16874	2013-03-08 15:00:00.000	Téléphonie	0.0
16875	2013-03-08 15:30:00.000	CAT	664.7369712829591
16876	2013-03-08 15:30:00.000	CMS	0.0
16877	2013-03-08 15:30:00.000	Domicile	106.7444525718689
16878	2013-03-08 15:30:00.000	Gestion	0.0
16879	2013-03-08 15:30:00.000	Gestion - Accueil Telephonique	22.368038558959963
16880	2013-03-08 15:30:00.000	Gestion Assurances	0.0
16881	2013-03-08 15:30:00.000	Gestion Clients	0.0
16882	2013-03-08 15:30:00.000	Gestion DZ	0.0
16883	2013-03-08 15:30:00.000	Gestion Relation Clienteles	0.0
16884	2013-03-08 15:30:00.000	Gestion Renault	0.0
16885	2013-03-08 15:30:00.000	Japon	0.0
16886	2013-03-08 15:30:00.000	Manager	0.0
16887	2013-03-08 15:30:00.000	Mécanicien	0.0
16888	2013-03-08 15:30:00.000	Médical	28.992235159873964
16889	2013-03-08 15:30:00.000	Nuit	0.0
16890	2013-03-08 15:30:00.000	RENAULT	0.0
16891	2013-03-08 15:30:00.000	RTC	59.741012334823616
16892	2013-03-08 15:30:00.000	Regulation Medicale	0.0
16893	2013-03-08 15:30:00.000	SAP	61.924391841888436
16894	2013-03-08 15:30:00.000	Services	34.71270790100098
16895	2013-03-08 15:30:00.000	Tech. Axa	192.63565330505372
16896	2013-03-08 15:30:00.000	Tech. Inter	22.02370142936707
16897	2013-03-08 15:30:00.000	Tech. Total	83.07657608985902
16898	2013-03-08 15:30:00.000	Téléphonie	0.0
16899	2013-03-08 16:00:00.000	CAT	595.7151145935059
16900	2013-03-08 16:00:00.000	CMS	0.0
16901	2013-03-08 16:00:00.000	Domicile	112.58774342536927
16902	2013-03-08 16:00:00.000	Gestion	0.0
16903	2013-03-08 16:00:00.000	Gestion - Accueil Telephonique	0.0
16904	2013-03-08 16:00:00.000	Gestion Assurances	0.0
16905	2013-03-08 16:00:00.000	Gestion Clients	0.0
16906	2013-03-08 16:00:00.000	Gestion DZ	0.0
16907	2013-03-08 16:00:00.000	Gestion Relation Clienteles	0.0
16908	2013-03-08 16:00:00.000	Gestion Renault	0.0
16909	2013-03-08 16:00:00.000	Japon	0.0
16910	2013-03-08 16:00:00.000	Manager	0.0
16911	2013-03-08 16:00:00.000	Mécanicien	0.0
16912	2013-03-08 16:00:00.000	Médical	31.5501424074173
16913	2013-03-08 16:00:00.000	Nuit	0.0
16914	2013-03-08 16:00:00.000	RENAULT	0.0
16915	2013-03-08 16:00:00.000	RTC	55.03550357818604
16916	2013-03-08 16:00:00.000	Regulation Medicale	0.0
16917	2013-03-08 16:00:00.000	SAP	0.0
16918	2013-03-08 16:00:00.000	Services	43.903992056846626
16919	2013-03-08 16:00:00.000	Tech. Axa	199.17792196273805
16920	2013-03-08 16:00:00.000	Tech. Inter	22.836952459812167
16921	2013-03-08 16:00:00.000	Tech. Total	70.75241303443909
16922	2013-03-08 16:00:00.000	Téléphonie	0.0
16923	2013-03-08 16:30:00.000	CAT	112.4493187904358
16924	2013-03-08 16:30:00.000	CMS	0.0
16925	2013-03-08 16:30:00.000	Domicile	91.48080549240113
16926	2013-03-08 16:30:00.000	Gestion	0.0
16927	2013-03-08 16:30:00.000	Gestion - Accueil Telephonique	0.0
16928	2013-03-08 16:30:00.000	Gestion Assurances	0.0
16929	2013-03-08 16:30:00.000	Gestion Clients	0.0
16930	2013-03-08 16:30:00.000	Gestion DZ	0.0
16931	2013-03-08 16:30:00.000	Gestion Relation Clienteles	0.0
16932	2013-03-08 16:30:00.000	Gestion Renault	0.0
16933	2013-03-08 16:30:00.000	Japon	0.0
16934	2013-03-08 16:30:00.000	Manager	0.0
16935	2013-03-08 16:30:00.000	Médical	38.205782461166386
16936	2013-03-08 16:30:00.000	Nuit	0.0
16937	2013-03-08 16:30:00.000	RENAULT	0.0
16938	2013-03-08 16:30:00.000	RTC	51.67706992626191
16939	2013-03-08 16:30:00.000	Regulation Medicale	0.0
16940	2013-03-08 16:30:00.000	SAP	0.0
16941	2013-03-08 16:30:00.000	Services	43.903992056846626
16942	2013-03-08 16:30:00.000	Tech. Axa	116.30638713836672
16943	2013-03-08 16:30:00.000	Tech. Inter	24.53916145563126
16944	2013-03-08 16:30:00.000	Tech. Total	92.21084513664246
16945	2013-03-08 16:30:00.000	Téléphonie	0.0
16946	2013-03-08 17:00:00.000	CAT	628.5870376586914
16947	2013-03-08 17:00:00.000	CMS	0.0
